組織の内部にいながら組織に害をなす者や、恩を仇で返すものをいう諺を「何の虫」というでしょう？,獅子身中の虫,666636
色白の女性は多少顔立ちが悪くても、それを補って美しく見えるということを、「色の白いは何隠す」というでしょう？,七難,66
相手の態度に応じて自らの態度も決まるということを「魚心あれば何」というでしょう？,水心,66
一悶着があったあと、かえって物事がよくおさまることを「何降って地固まる」というでしょう？,雨,6
不運や災難が続けて降りかかることを「弱り目に何」というでしょう？,祟り目,636
不正な手段で得たお金は浪費して残らないことを「何身に付かず」というでしょう？,悪銭身に付かず,6663633
間口が狭くて奥行が深い建物のことを、ある魚の名前を使って「何の寝床」というでしょう？,鰻の寝床,6366
以前に受けた恨みを、意外な場所や筋違いなことで晴らすことを、「江戸の敵をどこで討つ」というでしょう？,長崎,66
『にごりえ』『たけくらべ』などの名作小説をわずか24年の生涯の間に残した、現在の日本の五千円紙幣にデザインされている明治時代の女流作家は誰でしょう？,樋口一葉,6666
『刺青』『痴人の愛』『春琴抄』など、女性とその性愛を巧みに描いた作品で知られる、近代日本文学を代表する小説家は誰でしょう？,谷崎潤一郎,66666
『白痴』『罪と罰』『カラマーゾフの兄弟』などの小説で知られる、19世紀のロシアの作家は誰でしょう？,フョードル・ドストエフスキー,44444444444444
戯曲『かもめ』『三人姉妹』『桜の園』などの作品で知られる、ロシアの劇作家は誰でしょう？,アントン・チェーホフ,4444444444
小説『猟人日記』『初恋』『父と子』などの作品で知られる、19世紀のロシアの作家は誰でしょう？,イワン・ツルゲーネフ,4444444444
代表作に『自由への道』『壁』『嘔吐』『存在と無』がある、「実存主義」を代表するフランスの哲学者・小説家といえば誰でしょう？,ジャン＝ポール・サルトル,444544444444
小説『若きウェルテルの悩み』や戯曲『ファウスト』などの作品で知られる、ドイツ古典主義を代表する作家は誰でしょう？,ヨハン・ヴォルフガング・フォン・ゲーテ,4444444444444444444
『ユリシーズ』『フィネガンズ・ウェイク』など故郷のダブリンを舞台にした小説で知られる、アイルランドの作家は誰でしょう？,ジェイムズ・ジョイス,4444444444
架空の巨人父子の生き方を描く『ガルガンチュワ物語』で社会を風刺したルネサンスの作家は誰でしょう？,フランソワ・ラブレー,4444444444
グリム童話『ブレーメンの音楽隊』で、泥棒を撃退する際にネコの上に乗った動物は何でしょう？,ニワトリ,4444
紫式部の著書『源氏物語』で、主人公・光源氏の出生を描いている第1帖の巻名は何でしょう？,桐壺,66
シェイクスピアの喜劇『ヴェニスの商人』に登場する、ユダヤ人の金貸しの名前は何でしょう？,シャイロック,444444
コナン・ドイルの小説『シャーロック・ホームズ』シリーズに登場する、ホームズ最大の宿敵である元数学教授は誰でしょう？,ジェームズ・モリアーティ,444444444444
代表作に『古都』『雪国』『伊豆の踊子』などの小説がある、1968年に日本人として初めてノーベル文学賞を受賞した作家は誰でしょう？,川端康成,6666
1955年に小説『白い人』で第33回芥川賞を受賞し、その他の代表作に『沈黙』『海と毒薬』などがある作家は誰でしょう？,遠藤周作,6666
1950年に小説『闘牛』で第22回芥川賞を受賞した、代表作に『おろしや国酔夢譚』『敦煌』『天平の甍』などがある作家は誰でしょう？,井上靖,666
遺言によって、墓には一切の栄誉と称号を排してこの名前のみが刻まれている、明治の文豪・森鴎外の本名は何でしょう？,森林太郎,6666
小説『ジキル博士とハイド氏』『宝島』などの作品で知られるイギリスの作家は誰でしょう？,ロバート・ルイス・スティーヴンソン,44444444444444444
小説『水滸伝』で「豹子頭」という異名で呼ばれる、過去に禁軍の槍棒師範を務めた経験もある武将は誰でしょう？,林冲,66
ベトナム戦争を題材にした小説『輝ける闇』や、釣りを題材にした紀行文『オーパ！』などを著した、1958年に『裸の王様』で第38回芥川賞を受賞した作家は誰でしょう？,開高健,666
