イスラエルの国旗にも描かれている、ユダヤ教およびユダヤ人を象徴する六芒星のマークを、ある人物の名前を取って「何の星」というでしょう？,ダビデの星,44436
フィギュアスケートの技「イナバウアー」に名を残すイナ・バウアーは現在でいうどこの国のフィギュアスケート選手でしょう？,ドイツ,444
フィギュアスケートの技「サルコウジャンプ」に名を残すウルリッヒ・サルコウはどこの国のフィギュアスケート選手でしょう？,スウェーデン,444444
フィギュアスケートで、ジャンプの跳ぶ回数と種類に制限を設けたルールを、このきっかけを作ったアメリカの女性フィギュアスケート選手の名前から何ルールというでしょう？,ザヤックルール,4444444
フィギュアスケートの技「ビールマンスピン」に名を残すデニス・ビールマンはどこの国のフィギュアスケート選手でしょう？,スイス連邦,44466
フィギュアスケートの技「ルッツジャンプ」に名を残すアロイス・ルッツは現在でいうどこの国のフィギュアスケート選手でしょう？,オーストリア,444444
フィギュアスケートの6種類のジャンプで唯一前向きに踏み切って跳ぶ、最も難易度が高いとされるジャンプを何ジャンプというでしょう？,アクセルジャンプ,44444444
父は元プロ野球選手の徳一で、夫は俳優・歌手の福山雅治である、大河ドラマ『新選組！』などに出演した女優は誰でしょう？,吹石一恵,6666
パチンコ台の「CR機」の「CR」とは、何という英語の略でしょう？,カードリーダー,4444444
本名をジョバンニ・デ・メディチという、サン・ピエトロ大聖堂の建設資金を集めるために免罪符の販売を認めたものの、それが宗教改革が起こるきっかけとなってしまった第217代のローマ教皇は誰でしょう？,レオ10世,44006
1世紀にローマ軍に破壊されたヘロデ神殿の外壁の一部で、現在ではユダヤ教の聖地となっている、中東・エルサレムにある遺跡を一般に「何の壁」というでしょう？,嘆きの壁,6336
大分県の臼杵にあるものが有名である、石仏の中でも自然の岩壁や露岩に直接彫られた仏像のことを特に何というでしょう？,磨崖仏,666
その名はオランダ語で「アザラシ」という意味があり、南アフリカ共和国のネルソン・マンデラ元大統領が反アパルトヘイト活動をした罪で18年間収監された刑務所があることで知られる、同国の南部にある島は何島でしょう？,ロベン島,4446
ローマ皇帝コンスタンティヌス1世により、聖ペテロの墓の上に創建された、カトリックの総本山として知られるバチカン市国にある聖堂を何大聖堂というでしょう？,サン・ピエトロ大聖堂,4444444666
1492年にグラナダが陥落したことで完了した、イスラム教徒に征服されていたイベリア半島に対してキリスト教徒が行った国土回復運動のことをスペイン語で何というでしょう？,レコンキスタ,444444
アラビア語で「赤い城」という意味の言葉に由来する、イスラム系王朝の統治時代に建設されたスペインのグラナダにある宮殿の名前は何でしょう？,アルハンブラ宮殿,44444466
1303年、フランス国王フィリップ4世がローマ教皇ボニファティウス8世を捕らえた事件を、舞台となったイタリアの都市から何事件というでしょう？,アナーニ事件,444466
世界の七不思議の1つ「バビロンの空中庭園」を建設したことで知られる、新バビロニア王国2代目国王といえば誰でしょう？,ネブカドネザル2世,444444406
著書『世界の七つの景観』の中で、のちに「世界の七不思議」と名付けられる7つの建造物を紹介したことから、一般に「世界の七不思議の提案者」とされる古代ギリシャの旅行家は誰でしょう？,フィロン,4444
アメリカの陸軍士官学校があることから陸軍士官学校の通称ともなっている、大部分がニューヨーク州ハイランズの町に含まれる地区のことを何というでしょう？,ウェストポイント,44444444
アメリカの海軍兵学校があることや、アメリカにおけるヨット競技の本場としても知られるメリーランド州の港湾都市はどこでしょう？,アナポリス,44444
アメリカの空軍士官学校や空軍基地が近郊に集中する、コロラド州でデンバーに次ぎ2番目に大きい都市はどこでしょう？,コロラドスプリングス,4444444444
アメリカの州で、州都をスプリングフィールドに置き、最大の都市はシカゴである州といえば何州でしょう？,イリノイ州,44446
アメリカの独立十三州の中でも最初に基本憲章を制定したことなどから「憲法の州」という愛称を持つ、州都をハートフォードに置く州は何州でしょう？,コネチカット州,4444446
アメリカ独立100周年の年に州に昇格したことから「100周年の州」という愛称がある、州都をデンバーに置くアメリカの州は何州でしょう？,コロラド州,44446
「ブルース発祥の地」として有名な、アメリカ・テネシー州最大の都市はどこでしょう？,メンフィス,44444
「カントリー＆ウェスタン」発祥の地として有名な、アメリカ・テネシー州の州都といえばどこでしょう？,ナッシュビル,444444
アメリカ合衆国憲法を最初に批准した州であることから「ファースト・ステート」と呼ばれる、州都をドーバーに置くアメリカ大西洋岸の州はどこでしょう？,デラウェア州,444446
市内にアリゾナ記念館、ダイヤモンド・ヘッド、ワイキキビーチといった史跡や名所がある、アメリカ・ハワイ州の州都はどこでしょう？,ホノルル,4444
その名はフランス語で「赤い杖」を意味する、アメリカ・ルイジアナ州の州都はどこでしょう？,バトンルージュ,4444444
アメリカ50州の中で最も人口が少ない、州都をシャイアンに置く州は何州でしょう？,ワイオミング州,4444446
アメリカ50州の中で最も面積が小さい、州都をプロビデンスに置く州は何州でしょう？,ロードアイランド州,444444446
正式名称を「末日聖徒イエス・キリスト教会」という、19世紀にジョセフ・スミスが創始し、現在アメリカ・ユタ州に本部を置いているキリスト教系の新宗教を一般に何教というでしょう？,モルモン教,44446
2002年の冬季オリンピックの開催地であった、アメリカ・ユタ州の州都はどこでしょう？,ソルトレイクシティ,444444444
日本の新宗教「天理教」を創始した宗教家は誰でしょう？,中山みき,6633
日本の新宗教「黒住教」を創始した宗教家は誰でしょう？,黒住宗忠,6666
現在は故宮博物院として一般公開されている、かつて明・清時代の王宮として使われた北京の建造物を何というでしょう？,紫禁城,666
ショナ語で「石の家」という意味がある、首都をハラレに置くアフリカの国はどこでしょう？,ジンバブエ共和国,44444666
かつてはソールズベリーという名称だった、ショナ語で「眠らない街」という意味があるジンバブエの首都はどこでしょう？,ハラレ,444
1994年にユネスコ世界遺産の複合遺産となった、エアーズロックこと「ウルル」を中心とするオーストラリア・ノーザンテリトリーにある国立公園は何国立公園でしょう？,ウルル＝カタ・ジュタ国立公園,44454444446666
1956年から1961年までブラジル第22代大統領を務めた人物で、1960年にリオ・デ・ジャネイロに代わる首都としてブラジリア建設に携わった政治家は誰でしょう？,ジュセリーノ・クビチェック,4444444444444
1988年にプリツカー賞を受賞したブラジルの建築家で、ル・コルビュジエとともに国際連合本部ビルをデザインしたことで知られるのは誰でしょう？,オスカー・ニーマイヤー,44444444444
ウィリアム1世以降イギリス歴代の国王の戴冠式が行われ、数々のイギリスの偉人たちが埋葬されていることでも知られる教会を何寺院というでしょう？,ウェストミンスター寺院,44444444466
その多様性から「7つの国境、6つの共和国、5つの民族、4つの言語、3つの宗教、2つの文字、1つの国家」と形容された、かつてヨーロッパに存在した国家はどこでしょう？,ユーゴスラビア,4444444
イランの乾燥地域に見られる、山のふもとにある水を居住区域に導く地下水路のことを、アラビア語での名称から日本で一般に何というでしょう？,カナート,4444
アフガニスタンの乾燥地域に見られる、山のふもとにある水を居住区域に導く地下水路をペルシャ語で何というでしょう？,カレーズ,4444
11世紀から12世紀にかけて栄えた建築様式で、主な建造物にカンタベリー大聖堂やピサ大聖堂がある、その言葉には「ローマ風」という意味があるのは何様式でしょう？,ロマネスク様式,4444466
ケルン大聖堂、パリのノートルダム大聖堂、ロンドンのウェストミンスター寺院などに代表される、12世紀後半以降に栄えたヨーロッパの建築様式のことを一般に何建築というでしょう？,ゴシック建築,444466
18世紀にフランスで始まり、サンスーシ宮殿がその代表例とされる建築様式を、フランス語で「岩」を意味する「ロカイユ」に由来する言葉で何建築というでしょう？,ロココ建築,44466
漢字では「碼」と表記する、長さの単位は何でしょう？,ヤード,444
漢字では「鞦韆」と表記する、公園などに設置されている遊具は何でしょう？,ブランコ,4444
漢字では「女無天」と表記する、シソ科ハッカ属の多年草の総称は何でしょう？,ミント,444
台所用品の「キチントさん」シリーズや「クレラップ」といった商品を製造・販売している、日本の化学メーカーはどこでしょう？,株式会社クレハ,6666444
2016年に中国主導で発足した「アジアインフラ投資銀行」のことを、アルファベット4文字の略称で何というでしょう？,AIIB,2222
漢字では「蕃瓜樹」や「万寿果」と表記する、主に熱帯を産地とする果物は何でしょう？,パパイア,4444
日本の学校教育法で、義務教育の期間は何年と定められているでしょう？,9年,06
かつて民族紛争が多かったことから「ヨーロッパの火薬庫」とも呼ばれた、地中海と黒海との間に突き出た半島は何半島でしょう？,バルカン半島,444466
長方形や菱形もこれの一種に数えられる、英語で「パラレログラム」という図形は何でしょう？,平行四辺形,66666
馬鹿馬鹿しい行為を指す「茶番」とは、元々何という言葉の略でしょう？,茶番狂言,6666
企業の収益性を把握する際に用いられる「自己資本利益率」をアルファベット3文字で何というでしょう？,ROE,222
「α-グルコシダーゼ」とも呼ばれる、ヒトの小腸上皮細胞に発現し、麦芽糖をブドウ糖に加水分解する酵素は何でしょう？,マルターゼ,44444
脂肪を脂肪酸とモノグリセリドに分解する、胃液や膵液に含まれる消化酵素を一般に何というでしょう？,リパーゼ,4444
現在は天気予報を聞くための電話番号「177」を、かつて自宅の電話番号として使用していた有名な政治家は誰でしょう？,大隈重信,6666
