イタリア語で「炭焼き風」という意味がある、ベーコン・卵・チーズで和えたものに黒コショウを振りかけたローマ発祥のパスタ料理は何でしょう？,カルボナーラ,444444
1983年にパ・リーグ盗塁王を獲得し、福本豊の連続盗塁王記録を13で止めた日本の元プロ野球選手は誰でしょう？,大石大二郎,66666
アラビア語で「休憩場所」という意味がある、アフリカ・チャド共和国の首都はどこでしょう？,ンジャメナ,44444
毎年5月に世界最大規模のチューリップ・フェスティバルを開催することから、「チューリップシティ」の愛称を持つ北米の都市はどこでしょう？,オタワ,444
ガソリンにおける「オクタン価」に相当する、ディーゼルエンジン内での軽油の着火性やノッキングの起こりにくさを示す数値を何というでしょう？,セタン価,4446
SMAPの代表曲『世界に一つだけの花』の作詞、作曲を手掛けた人物は誰でしょう？,槇原敬之,6666
iPhoneを日本で最初に発売した携帯電話会社は、現在の何という会社でしょう？,ソフトバンク株式会社,4444446666
ゴルフで、コース内のフェアウェイやグリーンで見られる起伏のことを、「うねり」を意味する英語から何というでしょう？,アンジュレーション,444444444
日本の市で唯一、名前が漢数字だけで表記されるのは何市でしょう？,四万十市,6666
色の表現法の1つ「CMYKカラーモデル」において、Cはシアン、Mはマゼンタ、Yはイエローですが、Kは何の頭文字をとったものでしょう？,キー・プレート,4444444
フズリナ、三葉虫、アンモナイトなどのように、地層が堆積した年代を推定するのに役立つ化石のことを何化石というでしょう？,示準化石,6666
明治時代に日刊新聞「萬朝報」を創刊し、デュマの小説『モンテ・クリスト伯』を『巌窟王』、ユーゴーの小説『レ・ミゼラブル』を『噫無情』などと邦訳して紙面で連載した、日本のジャーナリストは誰でしょう？,黒岩涙香,6666
1930年にゴルフの四大タイトルを制覇し、スポーツ界で初めて「グランドスラム」という言葉が用いられた、そのフェアプレー精神から「球聖」の愛称で親しまれたアメリカのプロゴルファーは誰でしょう？,ボビー・ジョーンズ,444444444
メジャー大会通算18勝はゴルフ界最多優勝記録で、トレードマークの金髪にちなむ「ゴールデン・ベア」や「帝王」の愛称で知られる、アメリカの男子プロゴルファーは誰でしょう？,ジャック・ニクラウス,4444444444
開いた傘のロゴマークでおなじみの、日本のアパレル企業「レナウン」が展開する、往年のアメリカのプロゴルファーの名前が付けられたブランドは何でしょう？,アーノルド・パーマー,4444444444
その著書『モダン・ゴルフ』はゴルフのバイブルとして今なお読まれている、20世紀中ごろに活躍したアメリカのプロゴルファーは誰でしょう？,ベン・ホーガン,4444444
男子ゴルフ史上3人目の「キャリア・グランドスラム」達成者である、アフリカ出身ゴルファーの先駆けとなり「南アフリカの黒豹」の愛称で親しまれた選手は誰でしょう？,ゲーリー・プレイヤー,4444444444
ゴルフクラブの「サンドウェッジ」を考案したことで知られる、1935年に史上初のキャリア・グランドスラムを達成したアメリカの男子プロゴルファーは誰でしょう？,ジーン・サラゼン,44444444
2003年に日本人初の世界ゴルフ殿堂入りを果たした、「チャコ」の愛称で知られる女子ゴルファーは誰でしょう？,樋口久子,6666
ゴルフで「尾崎三兄弟」と呼ばれる3人とは、「ジャンボ」の愛称で知られる長男の将司、「ジェット」の愛称で知られる次男の健夫と、「ジョー」の愛称で知られる三男の誰でしょう？,直道,66
聖杯を見つけたなどの伝説がある、第1回十字軍の終了後にエルサレムへの巡礼に向かう人たちを守るために設立された騎士団を何というでしょう？,テンプル騎士団,4444666
日航機事故をテーマにした『墜落の夏』などで知られるノンフィクション作家で、2017年6月20日に浅田次郎の後任として日本ペンクラブ第17代会長に選ばれたのは誰でしょう？,吉岡忍,666
元々『ほうれんそうマン』シリーズで悪役だったキツネが主人公である、アニメ化もされた原ゆたかによる児童書シリーズは何でしょう？,かいけつゾロリ,3333444
イタリア語で「震える」という意味がある、弦楽器やピアノで単一または複数の音をできるだけ速く反復する奏法を何というでしょう？,トレモロ,4444
1935年にアメリカの科学者ウェンデル・スタンリーが結晶化に成功した、世界で初めて発見されたウイルスは何でしょう？,タバコモザイクウイルス,44444444444
本名を篠岡建といい、現在の6代目三遊亭円楽にかつて落語家として弟子入りしていた経歴を持つ、「中二病」という言葉の生みの親としても知られるタレントは誰でしょう？,伊集院光,6666
ゲーム『ポケットモンスター』シリーズで、日本語名も英語名も回文になっている唯一のポケモンは何でしょう？,キリンリキ,44444
北と東の間は北東、北と北東の間は北北東ですが、北と北北東の間を何というでしょう？,北微東,666
競泳で、スタート後に潜水で進んでいい距離は何m以内と定められているでしょう？,15m,001
男性アイドルグループ・TOKIOのリーダーを務める、最年長のメンバーは誰でしょう？,城島茂,666
競泳で、ターンをする時に手をつかず、体を前転させて足で壁を蹴るターンのことを、その素早さから何ターンというでしょう？,クイックターン,4444444
その一部がラムサール条約に登録されている、日本で最も北に位置する国立公園は何国立公園でしょう？,利尻礼文サロベツ国立公園,666644446666
剣道で使う4つの防具とは、面、胴、小手と、あと1つは何でしょう？,垂れ,63
太陽系の惑星のうち、最も大きいのは木星ですが、最も小さいのは何でしょう？,水星,66
「日本」にちなんで名付けられた元素ニホニウムの原子番号は何番でしょう？,113番,0006
将棋・囲碁などで対局が終わることから生まれた、今では「物事の終わり」という意味の言葉は何でしょう？,結局,66
哲学者プラトンがアテネの郊外に建てた学園で、「アカデミー」という言葉の語源となったのは何でしょう？,アカデメイア,444444
1816年に発明された、密閉した気体を外部から加熱・冷却することによって体積を変化させ、仕事を得る熱機関のことを何というでしょう？,スターリングエンジン,4444444444
「万物の根源は数である」と唱えた、「三平方の定理」の別名にも名を残す古代ギリシャの数学者は誰でしょう？,ピタゴラス,44444
アイドルグループ「乃木坂46」の曲名にもなっている、人々の消費行動に大きな影響を与える人物のことを何というでしょう？,インフルエンサー,44444444
2010年に松たか子主演で映画化された、2009年の本屋大賞を受賞した湊かなえのデビュー作は何でしょう？,告白,66
瀬戸内海に浮かぶ小豆島を構成する2つの町は小豆島町と何町でしょう？,土庄町,666
明治時代の新聞では4ページ中の3ページ目にそれが掲載されていたことから、日刊新聞の社会面のことを俗に何記事というでしょう？,三面記事,6666
「下目黒」「尾州不二見原」「凱風快晴」「神奈川沖浪裏」などがある、葛飾北斎が描いた浮世絵の連作は何でしょう？,富嶽三十六景,666666
フランス語で「胸を隠すもの」という意味を持つ、胸元が着物のように打ち合わせになった女性用の上衣を何というでしょう？,カシュクール,444444
帝政ドイツの3B政策の「3B」が意味する3つの都市とは、ベルリン、バグダッドとどこでしょう？,ビザンティウム,4444444
古代の朝鮮半島に存在したとされる3つの古朝鮮といえば、檀君朝鮮、箕子朝鮮と何でしょう？,衛氏朝鮮,6666
天文法乱、天明の大火、禁門の変などで幾度も焼失し、移転・再建を繰り返している、1582年に織田信長が明智光秀に襲撃された事件の舞台となったことで知られる寺は何でしょう？,本能寺,666
歴代アメリカ大統領で「ルーズベルト」の姓を持つ2人とは、セオドア・ルーズベルトとあと1人は誰でしょう？,フランクリン・ルーズベルト,4444444444444
これまでに7回と、日本の紙幣の肖像に最も多く採用された、飛鳥時代に存在したとされる人物は誰でしょう？,聖徳太子,6666
菓子屋横丁、時の鐘などの名所や蔵造りの街並みを持つ、「小江戸」の通称で知られる埼玉県の市はどこでしょう？,川越市,666
1980年代に相次いで民営化された三公社といえば、日本専売公社、日本国有鉄道と、何でしょう？,日本電信電話公社,66666666
さとう宗幸の曲『青葉城恋唄』の歌詞の最初にも登場する、宮城県仙台市を流れ、同市のシンボルとして親しまれている川は何川でしょう？,広瀬川,666
1998年に『poker face』で歌手デビューし、『Dearest』『Voyage』『No way to say』で日本レコード大賞史上初の3連覇を達成した歌手は誰でしょう？,浜崎あゆみ,66333
2000年にシングル『TAKE BACK』で歌手デビューし、2005年に第47回レコード大賞を受賞した『Butterfly』に代表される「エロかっこいい」と形容された楽曲で一世を風靡した歌手は誰でしょう？,倖田來未,6666
2003年にシングル『桃ノ花ビラ』でデビューした、代表曲に『プラネタリウム』『さくらんぼ』などがあるシンガーソングライターは誰でしょう？,大塚愛,666
1993年に『もう一度』でソロデビューもしている、音楽ユニット・Every Little Thingの女性ボーカルは誰でしょう？,持田香織,6666
153や370のように、n桁の整数が各桁のn乗の和によって表される数のことを何数というでしょう？,ナルシシスト数,4444446
現地語で「泥が合流する場所」という意味のあるマレーシアの首都はどこでしょう？,クアラルンプール,44444444
ベートーベンの交響曲第3番「英雄」は、元々は誰を讃える曲として作曲されたものでしょう？,ナポレオン,44444
フランス料理でソースなどにとろみを付けるために用いられる、小麦粉をバターで練り球状にしたものをカタカナ6文字で何というでしょう？,ブールマニエ,444444
WHOの定義によると、水の「硬水」とは硬度が何mg/L以上の水を指しているでしょう？,120mg/L,0001152
税金や人件費節約のために船主の国籍と異なる国に籍を置いている船を何というでしょう？,便宜置籍船,66666
和名を「テンジクボタン」という、植物学者アンデシュ・ダールにちなむ名を持つ植物は何でしょう？,ダリア,444
「黒さんご」「夏すずみ」「つや太郎」「さつきみどり」といえば、ウリ科に属する何という野菜の品種でしょう？,キュウリ,4444
上越新幹線と北陸新幹線の分岐点となっている、市の名産にちなんだ「だるま弁当」の販売で知られる群馬県の駅は何駅でしょう？,高崎駅,666
かつてはポルトガルの首相を務めていた政治家で、2017年より国連事務総長に就いているのは誰でしょう？,アントニオ・グテーレス,44444444444
日本の都道府県のうち、唯一新幹線が通過するにもかかわらず新幹線の停車駅が存在しないのはどこでしょう？,茨城県,666
石川淳や太宰治とともに無頼派と呼ばれた、『堕落論』を書いたことで有名な作家は誰でしょう？,坂口安吾,6666
ソロ活動の代表曲に『ROCKET DIVE』『ピンクスパイダー』『ever free』などがある、1998年5月2日に急逝した日本のロックミュージシャンは誰でしょう？,hide,1111
「今日を愛する。」を会社のスローガンとしている、「キレイキレイ」「クリニカ」「ソフラン」などの商品で知られる日本の化学メーカーは何でしょう？,ライオン株式会社,44446666
別名を「坂東太郎」という、日本最大の流域面積を誇る川は何でしょう？,利根川,666
「山路を登りながら、こう考えた。」という書き出しで始まる、熊本県の小天温泉を舞台に非人情の世界を描いた夏目漱石の小説は何でしょう？,草枕,66
七代目市川團十郎が選定した「歌舞伎十八番」のうち、題名が漢字1文字の演目は『嫐』と何でしょう？,暫,6
そこから分泌されるホルモンの過不足によりバセドウ病や橋本病などの疾患が引き起こされる、人間の首に位置する内分泌器官は何でしょう？,甲状腺,666
歌舞伎で内緒話をする場面の役者の掛け合いから転じて、「馴れ合い」や「妥協」の意味で使われるようになった、ひらがな4文字の言葉は何でしょう？,なあなあ,3333
清朝の皇帝・愛新覚羅溥儀の治世で使われていた、清朝および中国王朝における最後の元号は何でしょう？,宣統,66
2015年10月に設立されたスポーツ庁の初代長官を務めている、1988年に開催されたソウルオリンピックの競泳男子100m背泳ぎでバサロ泳法を駆使して金メダルを獲得した元選手は誰でしょう？,鈴木大地,6666
