2014年に小説『満願』で「このミステリーがすごい!」など国内ミステリーランキング3冠の快挙を史上初めて達成し、翌年も『王とサーカス』で3冠を達成した、『インシテミル』『氷菓』などの著作でも知られる小説家は誰でしょう？,米澤穂信,6666
俳優としては「一橋壮太朗」という芸名も使用していた、ミュージカル『オケピ！』、映画『12人の優しい日本人』、テレビドラマ『古畑任三郎』シリーズなどの脚本で知られる劇作家は誰でしょう？,三谷幸喜,6666
スタルヒンとともに42勝という、日本プロ野球のシーズン最多勝記録を持つ投手で、神様、仏様と並び称された西鉄ライオンズの選手は誰でしょう？,稲尾和久,6666
ラテン語の「安息を」という意味の言葉で、死者の安息を願うミサで歌われる、日本語では「鎮魂歌」とも呼ばれる聖歌は何でしょう？,レクイエム,44444
英語では「輝く」というラテン語に由来する「マイカ」と呼ばれ、日本語では「きらら」という別名でも呼ばれるケイ酸塩鉱物は何でしょう？,雲母,66
プログラミングの世界で、与えられた問題を解決するソースコードの短さを競うコンテストを、ある球技にたとえて「コード何」というでしょう？,コードゴルフ,444444
英語の「kinky」に「風変わり」「変態」といった意味があるため、近畿大学が「Kinki University」に代わって2016年から使用している英語表記は「何 University」でしょう？,KindaiUniversity,2111112111111111
ベンジャミン・フランクリンが発明して大流行したものの、その音色がうつ病などの神経障害を引き起こすという根拠のない憶測からドイツ各地で禁止された、別名を「グラス・ハーモニカ」という楽器は何でしょう？,アルモニカ,44444
1984年から2016年まで夏季オリンピック9大会連続で教え子からメダリストを輩出し、日本に9個、中国に3個のメダルをもたらした、アーティスティックスイミング界を代表する日本人指導者は誰でしょう？,井村雅代,6666
ボスニア・ヘルツェゴビナを構成する2つの国家とは、ボスニア・ヘルツェゴビナ連邦とどこでしょう？,スルプスカ共和国,44444666
代表作に『自然と人生』『不如帰』があるロマン主義の作家で、東京都世田谷区にある小中学校や公園に名を残す人物は誰でしょう？,徳冨蘆花,6666
食欲を増進させたり、会話を弾ませるきっかけとするために食前に飲む酒のことをフランス語で何というでしょう？,アペリティフ,444444
ロシアのムルマンスクやノルウェーのナルヴィクなどに代表される、高緯度にありながら冬でも海面が凍結しない港のことを漢字3文字で何というでしょう？,不凍港,666
プーマを創業した「ルドルフ」と、アディダスを創業した「アドルフ」兄弟に共通するファミリーネームは何でしょう？,ダスラー,4444
雨季には乾季の約6倍の面積になる、カンボジアにある東南アジア最大の湖は何でしょう？,トンレサップ湖,4444446
イタリア・ローマ方言の「炭火であぶる」という言葉を由来とする、焼いたパンにニンニクやオリーブオイルをかけ、塩とコショウをかけたイタリア料理の軽食といえば何でしょう？,ブルスケッタ,444444
第1回芥川賞に『逆行』でノミネートされたものの受賞を逃している、青森県出身の文豪は誰でしょう？,太宰治,666
元々は一人前の特に立派な男子を指す言葉で、転じて、しっかりしている状態、問題ない状態などを指す言葉は何でしょう？,大丈夫,666
1771年に死んだカエルの筋肉に電気火花を当てると痙攣することを発見し、動物電気説を唱えたイタリアの物理学者は誰でしょう？,ルイージ・ガルヴァーニ,44444444444
縄文時代の集落跡である三内丸山遺跡は何県にあるでしょう？,青森県,666
1985年9月22日に発表された、先進5ヶ国が協調的なドル安路線を図る合意を、会議の会場となったホテルの名前から何合意というでしょう？,プラザ合意,44466
アルファベット2文字の略語で、紫外線は「UV」といいますが、赤外線は何というでしょう？,IR,22
1931年に第十九銀行と六十三銀行が合併して誕生した、長野県に本社を置く地方銀行は何銀行でしょう？,八十二銀行,66666
孔子が羊を供える儀式の廃止を惜しんだことに由来する、「害がない行事やしきたりは残すべきである」という意味の言葉は何でしょう？,告朔の餼羊,66366
漢字では、加工したものを「雲丹」、生の状態のものを「海胆」と書く、棘皮動物の総称は何でしょう？,ウニ,44
劇場の2階以上の観客席もこう呼ばれることがある、西洋建物の外部壁面に張り出した、屋根の無い手すり付きのスペースを英語で何というでしょう？,バルコニー,44444
英語の「burned」にあたるフランス語の製菓用語で、バーナーやグリルで砂糖を焦がすことを何というでしょう？,ブリュレ,4444
クロアチアの国章に描かれている赤と白のチェック模様のことを、クロアチア語の「チェス盤」という言葉で何というでしょう？,シャホヴニツァ,4444444
最期は妻のエレナとともに公開処刑された、ルーマニアの初代大統領を務めた政治家は誰でしょう？,ニコラエ・チャウシェスク,444444444444
1つの重大な労働災害の背後には29の軽微な事故があり、その背景には300の事故に至らない異常が存在するという経験則を、これを発表した人物の名前から「何の法則」というでしょう？,ハインリッヒの法則,444444366
その島内に香港国際空港や香港ディズニーランドがある、香港最大の島は何島でしょう？,ランタオ島,44446
タンデム自転車において、最前部に乗る人を「キャプテン」というのに対して、後部に乗る人を何というでしょう？,ストーカー,44444
正三角形の各辺を膨らませたような、ロータリーエンジンや掃除用ロボットにも応用されている定幅図形を、考案した機械工学者の名前から「何の三角形」というでしょう？,ルーローの三角形,44443666
その名はラテン語で「暗い部屋」という意味があり、「カメラ」という言葉の由来にもなった、現在でいうピンホールカメラと同じ原理で暗室の中に外の景色を投影させる装置は何でしょう？,カメラ・オブスクラ,444444444
層状の流体を下側から均一に熱した時に生じる細胞状の対流構造を、発見したフランスの物理学者の名前から何渦というでしょう？,ベナール渦,44446
「そんなにもあなたはレモンを待つてゐた」という書き出しで始まる、『智恵子抄』に収められた高村光太郎の詩のタイトルは何でしょう？,レモン哀歌,44466
アラビア語で「学校」という意味の言葉で、イスラム世界で主に宗教教育を行う学院を何と呼ぶでしょう？,マドラサ,4444
カエサル暗殺の翌年に執政官を務め、『ガリア戦記』の最終巻をカエサルに代わって執筆した古代ローマの政治家は誰でしょう？,アウルス・ヒルティウス,44444444444
男子テニスの四大大会で歴代最多となる20回の優勝を誇る、スイス出身のプロテニス選手といえば誰でしょう？,ロジャー・フェデラー,4444444444
英語で「提案する」という意味があり、日本では主に結婚の申し込みを指す言葉は何でしょう？,プロポーズ,44444
『アクセル・ワールド』で第15回電撃小説大賞を受賞してデビューした、『絶対ナル孤独者』『ソードアート・オンライン』などの作品がある作家は誰でしょう？,川原礫,666
故事成語で、当事者同士が争っている間に第三者が利益を得ることを「何の利」というでしょう？,漁夫の利,6636
これまでの受賞者にアンドリュー・ワイルズやサイモン・ホワイト、森和俊、山中伸弥などがいる、天文学賞、医学および生物学賞、数学賞の3部門からなる、香港のメディア王が設立した賞は何賞でしょう？,ショウ賞,4446
織田幹雄が日本人初のオリンピック金メダルを獲得した、ホップ、ステップ、ジャンプと3回跳ぶ陸上競技は何でしょう？,三段跳,666
